日期,物料编码,需求量,销售单价,周
2019-01-12,6004020888,2,2335.6275,2
2019-01-12,6004020918,1,2289.5825,2
2019-01-12,6004020922,1,2356.06722222222,2
2019-01-12,6004100008,4,1773.20967741935,2
2019-01-12,6004100008,4,1773.20967741935,2
2019-01-12,6004020371,2,1063.21648090039,2
2019-01-12,6004020481,4,5611.0166563437,2
2019-01-12,6004020656,4,79.07825,2
2019-01-14,6004010255,1,1299.47,3
2019-01-14,6004010256,1,1270.29,3
2019-01-15,6004020922,1,2356.06722222222,3
2019-01-15,6004020417,1,538.74,3
2019-01-15,6004020417,1,538.74,3
2019-01-15,6004020418,1,919.9928,3
2019-01-15,6004020511,1,4614.00545454546,3
2019-01-15,6004020514,1,4750.18429099353,3
2019-01-15,6004020667,2,4086.34,3
2019-01-15,6004020819,4,3637.6,3
2019-01-15,6004020887,1,2222.13681818182,3
2019-01-15,6004100008,2,1773.20967741935,3
2019-01-15,6004020918,1,2308.70705821408,3
2019-01-15,6004010249,3,912.032554405822,3
2019-01-15,6004020918,2,2325.42666666667,3
2019-01-19,6004010255,4,1299.47,3
2019-01-19,6004010174,1,1418.62405405405,3
2019-01-19,6004020827,3,4943.835,3
2019-01-19,6004020141,2,227.211538461538,3
2019-01-19,6004020370,1,956.675,3
2019-01-19,6004020372,3,3302.81266666667,3
2019-01-19,6004020418,2,919.9928,3
2019-01-19,6004020656,4,79.07825,3
2019-01-19,6004020790,4,6868.83,3
2019-01-19,6004020826,10,5955.87125,3
2019-01-19,6004020849,1,2978.15272727273,3
2019-01-19,6004020921,2,2417.085,3
2019-01-19,6004020923,5,6608.82,3
2019-01-19,6004100008,2,1773.20967741935,3
2019-01-19,6004020418,2,919.9928,3
2019-01-19,6004020418,1,919.9928,3
2019-01-19,6004020656,1,77.0559090909091,3
2019-01-19,6004020656,1,77.0559090909091,3
2019-01-19,6004020764,1,6200.8,3
2019-01-19,6004020847,1,2132.65454545455,3
2019-01-19,6004020887,2,2222.26625,3
2019-01-19,6004020934,1,4127.87666666667,3
2019-01-19,6004020935,1,5637.44,3
2019-01-19,6004100008,3,1773.20967741935,3
2019-01-19,6004100008,2,1773.20967741935,3
2019-01-19,6004020141,1,227.211538461538,3
2019-01-19,6004020372,1,3302.81266666667,3
2019-01-19,6004020373,3,527.587789463357,3
2019-01-19,6004020417,1,538.74,3
2019-01-19,6004020417,1,538.74,3
2019-01-19,6004020482,2,4174.106,3
2019-01-19,6004020656,1,77.0559090909091,3
2019-01-19,6004020920,4,2305.69055555556,3
2019-01-19,6004020922,3,2356.06722222222,3
2019-01-19,6004010229,1,1237.6052,3
2019-01-19,6004020847,2,2132.642,3
2019-01-19,6004010207,1,995.440989010989,3
2019-01-19,6004020918,6,2325.42666666667,3
2019-01-19,6004020705,2,2460.7052746479,3
2019-01-19,6004020887,3,2222.26625,3
2019-01-21,6004020785,1,6848.746,4
2019-01-21,6004020797,1,5525.93,4
2019-01-21,6004100006,1,3500.0,4
2019-01-21,6004020622,3,376.735833333333,4
2019-01-21,6004020622,1,376.735833333333,4
2019-01-21,6004020725,1,5931.21,4
2019-01-21,6004100008,1,1773.20967741935,4
2019-01-21,6004020031,2,2556.7875,4
2019-01-21,6004020034,1,2555.9425,4
2019-01-21,6004020918,1,2308.70705821408,4
2019-01-22,6004010215,5,651.79,4
2019-01-22,6004020084,1,2625.06,4
2019-01-22,6004020374,2,271.673428571429,4
2019-01-22,6004020375,1,324.71,4
2019-01-22,6004020374,4,271.673428571429,4
2019-01-22,6004020375,1,324.71,4
2019-01-22,6004020503,8,229.999,4
2019-01-22,6004020504,1,3706.81625,4
2019-01-22,6004020622,2,376.735833333333,4
2019-01-22,6004020714,1,580.598888888889,4
2019-01-22,6004020715,1,1025.81153846154,4
2019-01-22,6004020374,8,271.673428571429,4
2019-01-22,6004020375,2,324.71,4
2019-01-22,6004020503,8,229.999,4
2019-01-22,6004020504,2,3706.81625,4
2019-01-22,6004020622,3,376.735833333333,4
2019-01-22,6004020918,1,2308.70705821408,4
2019-01-23,6004010174,2,1387.685,4
2019-01-23,6004020141,4,225.879,4
2019-01-23,6004020141,4,227.211,4
2019-01-23,6004020141,2,225.879,4
2019-01-23,6004020372,2,3302.81266666667,4
2019-01-23,6004020919,1,2344.775625,4
2019-01-23,6004020919,1,2344.775625,4
2019-01-23,6004020922,1,2356.06722222222,4
2019-01-23,6004010174,2,1387.685,4
2019-01-23,6004020141,4,225.879,4
2019-01-23,6004020141,4,227.211,4
2019-01-23,6004020372,2,3302.81266666667,4
2019-01-23,6004020372,2,3302.81266666667,4
2019-01-23,6004020372,2,3302.81266666667,4
2019-01-23,6004020372,2,3302.81266666667,4
2019-01-23,6004020918,2,2325.42666666667,4
2019-01-23,6004020141,2,225.879,4
2019-01-23,6004020372,1,3302.81266666667,4
2019-01-23,6004020656,2,77.0559090909091,4
2019-01-24,6004020823,2,6807.505,4
2019-01-24,6004020826,4,5881.45666666667,4
2019-01-24,6004020827,2,4943.835,4
2019-01-24,6004020828,1,7420.84,4
2019-01-24,6004020173,1,701.17,4
2019-01-24,6004020372,1,3302.81266666667,4
2019-01-24,6004020656,6,77.0559090909091,4
2019-01-24,6004020725,1,5931.21,4
2019-01-24,6004020764,1,6200.8,4
2019-01-24,6004020768,4,6745.39111489761,4
2019-01-24,6004020790,3,6976.8,4
2019-01-24,6004020790,1,6976.8,4
2019-01-24,6004020795,1,7705.1271383075,4
2019-01-24,6004020823,2,6807.505,4
2019-01-24,6004020826,2,5881.45666666667,4
2019-01-24,6004020907,1,8292.84333333333,4
2019-01-24,6004020918,2,2289.5825,4
2019-01-24,6004020923,3,6608.82,4
2019-01-24,6004020622,2,376.735833333333,4
2019-01-25,6004020373,3,527.587789463357,4
2019-01-28,6004020374,2,271.673428571429,5
2019-01-28,6004020375,1,324.71,5
2019-01-28,6004020503,2,229.999,5
2019-01-28,6004020503,4,229.999,5
2019-01-28,6004020504,1,3706.81625,5
2019-01-28,6004020622,2,376.735833333333,5
2019-01-28,6004020841,3,172.75303030303,5
2019-01-29,6004020018,2,2261.635,5
2019-01-29,6004020025,1,2555.54,5
2019-01-29,6004020031,1,2556.7875,5
2019-01-29,6004100008,2,1773.20967741935,5
2019-01-30,6004100008,2,1773.20967741935,5
2019-02-12,6004020372,1,3302.81266666667,7
2019-02-12,6004020372,1,3302.81266666667,7
2019-02-12,6004020417,1,538.74,7
2019-02-12,6004020417,1,538.74,7
2019-02-12,6004020493,1,737.523636363636,7
2019-02-12,6004020725,2,5931.21,7
2019-02-12,6004020887,1,2222.26625,7
2019-02-12,6004020887,1,2222.26625,7
2019-02-12,6004020918,1,2289.5825,7
2019-02-12,6004020920,1,2305.69055555556,7
2019-02-12,6004020080,1,3720.54,7
2019-02-12,6004020370,1,956.675,7
2019-02-12,6004020372,1,3302.81266666667,7
2019-02-12,6004020375,1,324.71,7
2019-02-12,6004020418,1,919.9928,7
2019-02-12,6004020503,6,229.999,7
2019-02-12,6004020504,1,3706.81625,7
2019-02-12,6004020622,3,376.735,7
2019-02-12,6004020840,1,717.4685,7
2019-02-12,6004020841,3,172.75303030303,7
2019-02-12,6004020847,1,2132.642,7
2019-02-12,6004020863,1,2440.39,7
2019-02-12,6004020887,2,2222.26625,7
2019-02-12,6004020918,8,2289.5825,7
2019-02-12,6004100008,2,1773.20967741935,7
2019-02-12,6004100008,2,1773.20967741935,7
2019-02-12,6004020656,2,77.0559090909091,7
2019-02-12,6004020918,7,2289.5825,7
2019-02-12,6004020920,1,2305.69055555556,7
2019-02-12,6004020920,1,2305.69055555556,7
2019-02-12,6004020921,2,2417.085,7
2019-02-12,6004020922,1,2356.06722222222,7
2019-02-13,6004020072,1,137.692466666667,7
2019-02-13,6004020784,2,7380.96833333333,7
2019-02-13,6004020141,2,225.88,7
2019-02-13,6004020505,1,783.131666666667,7
2019-02-13,6004020656,2,77.0559090909091,7
2019-02-13,6004020709,1,16810.05,7
2019-02-13,6004020768,2,6822.76,7
2019-02-13,6004020905,2,4310.965,7
2019-02-13,6004100008,4,1773.20967741935,7
2019-02-13,6004020372,1,3313.85166666667,7
2019-02-13,6004020725,2,5931.21,7
2019-02-13,6004020849,2,2979.04666666667,7
2019-02-14,6004020511,1,4614.00545454546,7
2019-02-14,6004020667,2,4086.34,7
2019-02-14,6004020819,18,3637.6,7
2019-02-14,6004020822,2,3446.90541124183,7
2019-02-14,6004100008,2,1773.20967741935,7
2019-02-15,6004020514,1,5393.27,7
2019-02-15,6004020821,4,3475.3375,7
2019-02-15,6004020374,6,271.412162162162,7
2019-02-15,6004020375,1,324.71,7
2019-02-15,6004020503,11,229.999,7
2019-02-15,6004020504,1,3668.85454545455,7
2019-02-15,6004020714,1,580.598888888889,7
2019-02-18,6004020372,2,3313.27,8
2019-02-18,6004020372,1,3313.27,8
2019-02-18,6004010249,1,912.032554405822,8
2019-02-19,6004020371,1,1063.19125,8
2019-02-19,6004020372,1,3301.58,8
2019-02-19,6004020375,1,324.71,8
2019-02-19,6004020503,2,229.999,8
2019-02-19,6004020622,4,376.735,8
2019-02-19,6004020656,2,77.0559090909091,8
2019-02-19,6004020715,1,1025.81153846154,8
2019-02-19,6004020725,1,5931.21,8
2019-02-19,6004020847,1,2132.642,8
2019-02-19,6004020849,2,2979.04666666667,8
2019-02-19,6004020854,1,2880.00266666667,8
2019-02-19,6004020859,1,2836.2025283483,8
2019-02-19,6004020888,1,2335.6275,8
2019-02-19,6004020921,2,2417.085,8
2019-02-19,6004100008,2,1773.20967741935,8
2019-02-19,6004020374,1,271.412162162162,8
2019-02-19,6004020725,1,5931.21,8
2019-02-19,6004020847,2,2132.642,8
2019-02-19,6004020888,1,2335.6275,8
2019-02-19,6004020888,2,2335.6275,8
2019-02-19,6004020921,2,2417.085,8
2019-02-19,6004020921,4,2417.085,8
2019-02-19,6004020847,1,2132.642,8
2019-02-19,6004010207,2,995.440989010989,8
2019-02-19,6004010239,2,1238.0515,8
2019-02-20,6004020664,1,3244.64181818182,8
2019-02-21,6004020025,2,2610.89333333333,8
2019-02-22,6004020784,1,7380.96833333333,8
2019-02-22,6004020919,1,2337.26879736211,8
2019-02-22,6004020919,2,2337.26879736211,8
2019-02-22,6004020141,2,225.88,8
2019-02-22,6004020372,2,3313.27,8
2019-02-22,6004020373,2,525.855,8
2019-02-22,6004020374,1,275.781612432712,8
2019-02-22,6004020375,1,324.71,8
2019-02-22,6004020417,1,538.74,8
2019-02-22,6004020418,1,919.9928,8
2019-02-22,6004020502,1,507.49,8
2019-02-22,6004020505,1,788.346666666667,8
2019-02-22,6004020656,2,77.0559090909091,8
2019-02-22,6004020715,1,1025.81153846154,8
2019-02-22,6004020789,6,1673.9170600344,8
2019-02-22,6004020789,2,1673.9170600344,8
2019-02-22,6004020859,2,2827.24416666667,8
2019-02-22,6004020863,1,2440.39,8
2019-02-22,6004020887,2,2222.26625,8
2019-02-22,6004020918,4,2289.5825,8
2019-02-22,6004020919,2,2344.775625,8
2019-02-22,6004020920,2,2305.69055555556,8
2019-02-22,6004020922,2,2356.06722222222,8
2019-02-22,6004100008,2,1805.28416666667,8
2019-02-22,6004020372,1,3313.27,8
2019-02-22,6004020372,1,3313.27,8
2019-02-22,6004020417,2,538.74,8
2019-02-22,6004020865,1,3629.338,8
2019-02-22,6004020918,16,2289.5825,8
2019-02-22,6004100008,2,1805.28416666667,8
2019-02-22,6004100008,1,1805.28416666667,8
2019-02-25,6004010256,1,1270.29,9
2019-02-25,6004020785,2,6886.28729667903,9
2019-02-25,6004020022,1,2408.51866666667,9
2019-02-25,6004020372,1,3313.27,9
2019-02-25,6004020418,1,919.9928,9
2019-02-25,6004020920,2,2305.69055555556,9
2019-02-25,6004100008,1,1805.28416666667,9
2019-02-25,6004010174,40,1418.62405405405,9
2019-02-26,6004010254,5,1092.4,9
2019-02-26,6004020859,1,2836.2025283483,9
2019-02-26,6004020859,1,2836.2025283483,9
2019-02-26,6004020918,3,2308.70705821408,9
2019-02-27,6004010207,33,995.440989010989,9
2019-02-27,6004010229,1,1236.82475409836,9
2019-02-27,6004010229,5,1236.82475409836,9
2019-02-27,6004020417,1,539.017378037624,9
2019-02-27,6004020797,4,5525.93,9
2019-02-27,6004020418,1,919.9928,9
2019-02-27,6004020622,2,376.735,9
2019-02-27,6004020664,1,3244.64181818182,9
2019-02-27,6004020664,2,3244.64181818182,9
2019-02-27,6004100008,1,1805.28416666667,9
2019-02-27,6004020664,1,3244.64181818182,9
2019-02-28,6004010252,3,277.9904,9
2019-02-28,6004010256,6,1270.29,9
2019-02-28,6004010229,2,1246.40530318028,9
2019-02-28,6004020373,2,526.562222222222,9
2019-02-28,6004020918,2,2308.70705821408,9
2019-02-28,6004020418,1,919.9928,9
2019-02-28,6004020418,1,919.9928,9
2019-02-28,6004020784,1,7380.96833333333,9
2019-03-01,6004010249,19,912.032554405822,9
2019-03-01,6004010250,19,38.4353136857977,9
2019-03-01,6004020374,1,273.856967293517,9
2019-03-01,6004020375,1,324.71,9
2019-03-01,6004020502,1,507.49,9
2019-03-01,6004020622,1,373.092222222222,9
2019-03-01,6004020622,1,373.092222222222,9
2019-03-01,6004020715,1,1025.81153846154,9
2019-03-01,6004020080,2,3720.54,9
2019-03-01,6004020080,2,3846.86125,9
2019-03-01,6004020141,2,225.88,9
2019-03-01,6004020141,2,225.88,9
2019-03-01,6004020141,2,225.88,9
2019-03-01,6004020141,2,225.8795,9
2019-03-01,6004020375,1,324.71,9
2019-03-01,6004020503,2,229.999,9
2019-03-01,6004020504,1,3668.85454545455,9
2019-03-01,6004100008,2,1805.28416666667,9
2019-03-01,6004100008,2,1805.28416666667,9
2019-03-01,6004100008,3,1805.28416666667,9
2019-03-01,6004100008,4,1805.28416666667,9
2019-03-01,6004100008,1,1792.175,9
2019-03-01,6004020080,2,3846.86125,9
2019-03-01,6004020080,2,3720.54,9
2019-03-01,6004020141,2,225.88,9
2019-03-01,6004020374,1,271.412162162162,9
2019-03-01,6004100008,1,1792.175,9
2019-03-01,6004020080,2,3846.86125,9
2019-03-01,6004020374,2,273.856967293517,9
2019-03-01,6004020375,1,324.71,9
2019-03-01,6004020503,6,224.333,9
2019-03-01,6004020504,1,3668.85454545455,9
2019-03-01,6004020622,3,373.092222222222,9
2019-03-01,6004020714,2,534.545,9
2019-03-01,6004020918,3,2289.5825,9
2019-03-01,6004020918,3,2308.70705821408,9
2019-03-01,6004020920,1,2295.41571428571,9
2019-03-01,6004100008,2,1792.175,9
2019-03-04,6004020141,2,225.8795,10
2019-03-04,6004020372,1,3307.46472840431,10
2019-03-04,6004020493,1,735.435,10
2019-03-04,6004020656,4,77.0559090909091,10
2019-03-04,6004020725,1,5931.21,10
2019-03-04,6004020725,1,5931.21,10
2019-03-04,6004020935,1,5637.44,10
2019-03-04,6004100008,10,1792.175,10
2019-03-04,6004100008,1,1792.175,10
2019-03-04,6004020811,1,7428.99,10
2019-03-04,6004020887,1,2222.26625,10
2019-03-04,6004021113,1,4782.79,10
2019-03-04,6004010256,1,1270.29,10
2019-03-04,6004020865,1,3653.45331742116,10
2019-03-04,6004010249,1,912.032554405822,10
2019-03-04,6004010254,2,1092.4,10
2019-03-05,6004020372,1,3313.27,10
2019-03-06,6004010256,1,1270.29,10
2019-03-06,6004020141,4,225.8795,10
2019-03-06,6004020511,1,4614.00545454546,10
2019-03-06,6004020768,4,6402.62,10
2019-03-06,6004020768,2,6402.62,10
2019-03-06,6004020838,1,9089.26,10
2019-03-06,6004020839,2,18733.225,10
2019-03-06,6004020922,1,2355.204,10
2019-03-06,6004020922,1,2355.204,10
2019-03-06,6004020372,2,3313.27,10
2019-03-06,6004010270,17,2536.52137931034,10
2019-03-07,6004020811,1,7428.99,10
2019-03-07,6004020784,2,7380.96833333333,10
2019-03-07,6004020797,7,5525.93,10
2019-03-07,6004020799,2,5496.13260869565,10
2019-03-07,6004010207,13,941.662932333769,10
2019-03-07,6004010207,27,941.662932333769,10
2019-03-07,6004010229,10,1236.82475409836,10
2019-03-07,6004020417,1,538.74,10
2019-03-07,6004100008,1,1769.45357142857,10
2019-03-07,6004020374,1,271.412162162162,10
2019-03-07,6004010270,24,2536.52137931034,10
2019-03-07,6004010270,29,2536.52137931034,10
2019-03-07,6004020418,1,919.9928,10
2019-03-07,6004020887,1,2222.26625,10
2019-03-07,6004020918,1,2284.99,10
2019-03-07,6004020918,5,2284.99,10
2019-03-07,6004020920,4,2334.723,10
2019-03-07,6004020922,1,2355.204,10
2019-03-07,6004100008,1,1769.45357142857,10
2019-03-07,6004020887,1,2257.89666666667,10
2019-03-07,6004020887,2,2222.26625,10
2019-03-07,6004020918,4,2284.99,10
2019-03-07,6004020922,1,2355.204,10
2019-03-07,6004100008,1,1769.45357142857,10
2019-03-07,6004020887,1,2257.89666666667,10
2019-03-08,6004020374,1,273.856967293517,10
2019-03-08,6004020375,1,324.71,10
2019-03-08,6004020502,1,507.49,10
2019-03-08,6004020503,3,224.333,10
2019-03-08,6004020504,1,3668.85454545455,10
2019-03-08,6004020622,3,373.092222222222,10
2019-03-08,6004020375,1,324.71,10
2019-03-08,6004020503,6,224.333,10
2019-03-08,6004020504,1,3668.85454545455,10
2019-03-08,6004010174,2,1412.34848246695,10
2019-03-08,6004010174,2,1412.34848246695,10
2019-03-08,6004020374,4,271.412162162162,10
2019-03-08,6004020918,2,2284.99,10
2019-03-09,6004010215,9,700.61125,10
2019-03-11,6004020919,2,2355.015,11
2019-03-11,6004020417,1,538.74,11
2019-03-11,6004020918,9,2284.989,11
2019-03-11,6004020920,2,2334.723,11
2019-03-11,6004020922,1,2355.204,11
2019-03-11,6004100008,2,1769.45357142857,11
2019-03-11,6004020919,1,2355.015,11
2019-03-12,6004010256,1,1270.29,11
2019-03-12,6004010256,2,1270.29,11
2019-03-12,6004010256,1,1270.29,11
2019-03-12,6004010207,63,941.662932333769,11
2019-03-12,6004010229,13,1236.82475409836,11
2019-03-13,6004100008,1,1769.45357142857,11
2019-03-13,6004020374,10,271.412162162162,11
2019-03-13,6004020375,2,324.71,11
2019-03-13,6004020418,1,919.9928,11
2019-03-13,6004020503,18,224.333,11
2019-03-13,6004020504,3,3668.85454545455,11
2019-03-13,6004020714,2,534.545,11
2019-03-13,6004020918,14,2284.989,11
2019-03-13,6004020919,2,2355.015,11
2019-03-13,6004020922,1,2398.072,11
2019-03-13,6004020763,2,8671.47,11
2019-03-13,6004020763,4,8671.47,11
2019-03-13,6004020371,2,1063.19125,11
2019-03-13,6004020371,1,1063.19125,11
2019-03-13,6004020888,1,2386.83333333333,11
2019-03-13,6004020888,1,2386.83333333333,11
2019-03-13,6004020418,1,923.786291541187,11
2019-03-13,6004100008,1,1769.45357142857,11
2019-03-14,6004010229,1,1236.82475409836,11
2019-03-14,6004020622,2,373.092222222222,11
2019-03-14,6004010207,2,995.440989010989,11
2019-03-14,6004020025,1,2610.89333333333,11
2019-03-15,6004020797,3,5525.93,11
2019-03-15,6004020887,2,2257.89666666667,11
2019-03-15,6004020922,1,2398.072,11
2019-03-15,6004100008,1,1769.45333333333,11
2019-03-15,6004020417,1,538.74,11
2019-03-15,6004020922,1,2398.072,11
2019-03-15,6004010256,2,1270.29,11
2019-03-15,6004020859,1,2827.24416666667,11
2019-03-18,6004020790,4,6864.15,12
2019-03-18,6004020824,2,6907.295,12
2019-03-18,6004020826,6,5881.45666666667,12
2019-03-18,6004020827,2,4943.835,12
2019-03-18,6004020828,1,7420.84,12
2019-03-18,6004020785,1,6848.746,12
2019-03-18,6004020374,2,271.412162162162,12
2019-03-18,6004020503,3,224.333,12
2019-03-18,6004020656,2,77.1035294117647,12
2019-03-18,6004020789,9,1673.9170600344,12
2019-03-18,6004020826,2,5881.45666666667,12
2019-03-18,6004020847,2,2162.91233250978,12
2019-03-18,6004020919,2,2355.015,12
2019-03-18,6004020919,13,2355.015,12
2019-03-18,6004020919,1,2355.015,12
2019-03-18,6004020921,1,2414.09478735573,12
2019-03-18,6004020923,4,6608.82,12
2019-03-18,6004020018,2,2261.635,12
2019-03-18,6004020084,2,2268.354286,12
2019-03-18,6004020418,1,919.9928,12
2019-03-18,6004020887,1,2258.166,12
2019-03-18,6004020918,6,2284.989,12
2019-03-18,6004020919,1,2355.015,12
2019-03-18,6004100008,1,1769.45333333333,12
2019-03-18,6004020823,1,6807.505,12
2019-03-18,6004020797,8,5525.93,12
2019-03-18,6004020799,2,5496.13260869565,12
2019-03-18,6004020034,4,2555.9425,12
2019-03-18,6004020656,4,77.1035294117647,12
2019-03-18,6004020768,4,6402.62,12
2019-03-18,6004020827,2,5793.495,12
2019-03-18,6004020857,1,2343.4875,12
2019-03-18,6004020918,1,2284.989,12
2019-03-18,6004020919,1,2355.015,12
2019-03-18,6004020919,2,2355.015,12
2019-03-18,6004020920,2,2334.723,12
2019-03-18,6004020922,4,2398.072,12
2019-03-18,6004020923,1,6784.658,12
2019-03-18,6004020785,1,6848.746,12
2019-03-18,6004020806,1,6486.08285714286,12
2019-03-18,6004010252,10,277.9904,12
2019-03-19,6004010174,1,1617.96,12
2019-03-19,6004010207,4,941.662932333769,12
2019-03-19,6004010229,1,1236.82475409836,12
2019-03-19,6004020768,2,6402.62,12
2019-03-19,6004010174,3,1617.96,12
2019-03-19,6004020141,2,225.8795,12
2019-03-19,6004020372,1,3313.27,12
2019-03-19,6004020418,2,919.9928,12
2019-03-19,6004020887,3,2258.166,12
2019-03-19,6004100008,3,1769.45333333333,12
2019-03-19,6004020034,3,2555.9425,12
2019-03-19,6004020417,1,538.74,12
2019-03-19,6004020918,2,2311.35436558381,12
2019-03-19,6004020918,2,2311.35436558381,12
2019-03-19,6004020919,1,2349.33380615594,12
2019-03-19,6004020920,2,2330.57124801746,12
2019-03-20,6004020824,1,6907.295,12
2019-03-20,6004020887,1,2264.96842105263,12
2019-03-20,6004020887,1,2264.96842105263,12
2019-03-20,6004020417,1,539.017378037624,12
2019-03-20,6004020857,1,2351.27,12
2019-03-20,6004020857,2,2351.27,12
